type,client,tx,amount
dispute,14024,58,
dispute,54444,16,
deposit,19829,442,8521.79
resolve,29388,440,
chargeback,24244,418,
dispute,32626,297,
withdrawal,42063,443,1802.92834915
withdrawal,62638,444,1605.41287557
withdrawal,28578,445,4586.10601
dispute,50098,51,
resolve,59006,68,
deposit,37653,446,9280.9520
withdrawal,42916,447,7717.36051546
deposit,9450,448,9001.21
dispute,30352,327,
chargeback,46454,376,
dispute,65137,384,
withdrawal,55574,449,7022.0870148
deposit,49527,450,5916.44
resolve,1014,347,
withdrawal,32843,451,3484.1902
withdrawal,34716,452,8490.1921467
chargeback,35522,1,
chargeback,38408,424,
resolve,18535,318,
chargeback,25703,435,
resolve,60774,256,
dispute,55283,355,
dispute,20040,190,
chargeback,39067,70,
dispute,22093,303,
deposit,1695,453,8332.867941
deposit,43009,454,4970.84
dispute,7507,198,
chargeback,48845,214,
chargeback,8894,192,
dispute,8085,379,
dispute,2434,341,
deposit,15688,455,6012.4135
withdrawal,59955,456,7656.18669
withdrawal,6509,457,7436.4250
deposit,7604,458,1941.503749
resolve,60232,149,
dispute,38195,29,
dispute,62791,262,
withdrawal,41573,459,3827.22
deposit,35974,460,8284.6488897
dispute,1,2,10.0
dispute,8894,192,
deposit,17611,461,6579.01
chargeback,40033,194,
dispute,11717,429,
deposit,27708,462,3334.5901527
chargeback,33291,185,
dispute,54529,258,
deposit,64457,463,5874.225
deposit,34669,464,9695.59
deposit,62659,465,5104.51
chargeback,48421,291,
dispute,31200,17,
randomtype,1,2,5.0
chargeback,19511,155,
dispute,56865,47,
deposit,1,2,10.0,extra
resolve,1882,91,
dispute,30472,337,
dispute,52733,374,
deposit,64037,466,2918.54341847
chargeback,40490,26,
dispute,15039,136,
resolve,41065,243,
dispute,50949,53,
chargeback,62659,465,
resolve,5237,40,
resolve,57485,399,
chargeback,24448,437,
dispute,60097,108,
dispute,45204,221,
deposit,22270,467,8543.6261
deposit,6477,468,7309.781862
deposit,4812,469,2173.248593
randomtype,1,2,5.0
dispute,10082,402,
deposit,36788,470,3130.924795
deposit,18929,471,9510.791
resolve,36394,364,
chargeback,62373,276,
dispute,48421,291,
resolve,24805,201,
dispute,47737,409,
deposit,27963,472,8557.69357807
withdrawal,23934,473,9439.64299744
dispute,48845,214,
resolve,64457,463,
dispute,21518,66,
withdrawal,34275,474,5948.8999
resolve,11945,396,
chargeback,5214,80,
withdrawal,31735,475,7547.785
resolve,13900,212,
chargeback,64037,466,
resolve,61144,166,
resolve,58709,313,
chargeback,59018,350,
dispute,47167,164,
resolve,15039,136,
chargeback,3501,189,
withdrawal,64894,476,5536.739
chargeback,37274,145,
withdrawal,56787,477,2350.0318480
chargeback,45204,221,
dispute,18819,373,
chargeback,51779,331,
chargeback,17839,78,
resolve,50098,51,
chargeback,15997,366,
dispute,32592,32,
chargeback,60174,62,
chargeback,8690,100,
chargeback,33067,84,
chargeback,18305,216,
resolve,3314,184,
deposit,39804,478,2554.14
dispute,20213,342,
chargeback,14319,284,
withdrawal,60662,479,325.4250870
dispute,12783,65,
dispute,47916,269,
resolve,47164,72,
resolve,47350,381,
deposit,44518,480,9947.9017528
dispute,44887,368,
dispute,17839,78,
deposit,21201,481,8992.853052
resolve,58700,48,
chargeback,64362,352,
deposit,53771,482,9953.9408
resolve,32467,187,
chargeback,29388,440,
deposit,33085,483,5400.94142599
withdrawal,8906,484,440.4153
deposit,32661,485,4386.25664645
dispute,14533,310,
deposit,11961,486,250.282
withdrawal,31230,487,1312.38588433
withdrawal,2419,488,4973.4916
withdrawal,29496,489,9808.47
dispute,6061,319,
dispute,23553,328,
chargeback,13900,212,
withdrawal,38258,490,8439.75378507
dispute,47737,409,
chargeback,55843,129,
dispute,59566,107,
withdrawal,34760,491,8926.3022
deposit
resolve,26114,309,
resolve,7188,432,
chargeback,36496,15,
dispute,49838,249,
chargeback,33291,185,
randomtype,1,2,5.0
dispute,61175,434,
deposit,16106,492,9408.8431
chargeback,36394,364,
dispute,37861,246,
resolve,52484,245,
deposit,21736,493,8134.18554
withdrawal,50721,494,599.1859
deposit,59927,495,3164.632104
resolve,29127,385,
dispute,4458,361,
chargeback,4004,49,
resolve,6018,268,
deposit,25393,496,1234.5047401
chargeback,11717,429,
deposit,60315,497,3240.27361032
withdrawal,39708,498,9557.26484
deposit,7038,499,595.0146
deposit,47989,500,5312.5948472
resolve,64929,316,
resolve,18914,172,
resolve,46164,422,
dispute,51779,331,
resolve,32744,285,
chargeback,31735,475,
dispute,62192,146,
withdrawal,28602,501,5700.437351
withdrawal,10816,502,5540.94742014
withdrawal,17411,503,1385.193920
chargeback,38258,490,
deposit,26382,504,3481.203129
resolve,20040,190,
deposit,15099,505,3567.551305
deposit,47379,506,2778.569
resolve,36788,470,
dispute,39766,372,
deposit,17299,507,8511.72968
deposit,44286,508,4346.249441
withdrawal,19897,509,9411.084001
deposit,11102,510,2093.44089
resolve,64334,281,
chargeback,20950,37,
resolve,38258,490,
chargeback,39274,388,
deposit,8547,511,191.287
deposit,39772,512,9353.59222369
deposit,49426,513,3820.8983
deposit,58980,514,468.32898
chargeback,40314,430,
resolve,53284,98,
chargeback,47164,72,
chargeback,64334,281,
deposit,2093,515,8523.3479877
withdrawal,2874,516,4474.130
chargeback,39274,388,
withdrawal,61233,517,3020.795632
dispute,39772,512,
chargeback,33085,483,
resolve,1427,275,
deposit,45840,518,6484.51
withdrawal,39652,519,5919.3939655
dispute,23592,143,
chargeback,43301,392,
deposit,27296,520,85.44367721
withdrawal,56907,521,5005.4904
dispute,56907,521,
deposit,30673,522,8928.958
withdrawal,30142,523,5582.17397
deposit,24708,524,596.25738725
chargeback,13202,139,
withdrawal,27927,525,5550.71931980
resolve,21384,161,
withdrawal,14547,526,1120.840
dispute,64894,476,
withdrawal,33042,527,1366.959
deposit,5133,528,6985.891
deposit,29286,529,6115.0221
deposit,230,530,7809.20075602
withdrawal,9728,531,7335.6445
resolve,61144,166,
dispute,48845,214,
deposit,18442,532,1618.74429060
dispute,31774,196,
chargeback,18956,292,
dispute,48845,214,
dispute,21518,66,
dispute,64091,12,
resolve,31946,174,
dispute,58700,48,
deposit,31902,533,941.4875826
resolve,44518,480,
deposit,26292,534,4597.38238
deposit,20064,535,9267.848
deposit,8746,536,328.8737
dispute,36496,15,
deposit,1,2,10.0,extra
deposit,35648,537,2782.2200
chargeback,14613,382,
resolve,19817,241,
chargeback,6297,282,
chargeback,13090,263,
withdrawal,7388,538,8783.97428069
deposit,54154,539,1938.373
chargeback,48845,214,
withdrawal,8821,540,1536.93
dispute,60097,108,
deposit,62833,541,9331.992483
dispute,31057,304,
dispute,22486,394,
dispute,34562,345,
dispute,5133,528,
chargeback,18819,373,
withdrawal,57569,542,9032.82
deposit,25002,543,9282.828
chargeback,24252,236,
dispute,42096,232,
resolve,14107,180,
chargeback,30472,337,
deposit,53019,544,3640.7448367
chargeback,8690,100,
dispute,19555,286,
chargeback,58994,117,
deposit
resolve,48421,291,
dispute,25885,261,
resolve,24726,73,
withdrawal,8719,545,6533.559
resolve,8420,158,
withdrawal,41410,546,7777.0232788
dispute,25885,261,
chargeback,10740,200,
dispute,1029,300,
deposit,1,2,-50.0
resolve,7290,141,
resolve,5133,528,
resolve,30472,337,
deposit,13935,547,1698.2712705
resolve,24762,36,
resolve,3314,184,
deposit,12164,548,8645.57
chargeback,2915,195,
resolve,3655,393,
withdrawal,27186,549,3440.5998342
withdrawal,39869,550,9243.1387
resolve,33085,483,
resolve,22035,227,
dispute,59922,287,
withdrawal,8044,551,6779.5299654
chargeback,3655,393,
dispute,58272,118,
resolve,17066,349,
chargeback,19829,442,
chargeback,3630,113,
resolve,6061,319,
resolve,53785,123,
deposit,16015,552,338.411597
chargeback,56658,333,
dispute,49591,371,
chargeback,7188,432,
dispute,9856,325,
resolve,13581,101,
withdrawal,59032,553,5716.541190
withdrawal,51478,554,5651.192225
dispute,18950,369,
deposit,52873,555,3029.0749220
deposit
resolve,57694,55,
resolve,52484,245,
resolve,28652,140,
withdrawal,15088,556,2571.17
chargeback,9856,325,
deposit,46628,557,2698.52
chargeback,33291,185,
dispute,32437,88,
deposit,1,2,-50.0
chargeback,47164,72,
chargeback,14024,58,
resolve,24117,43,
dispute,60662,479,
dispute,62390,421,
chargeback,64642,3,
withdrawal,63174,558,4081.26
chargeback,32540,398,
resolve,25002,543,
withdrawal,23550,559,3125.421044
chargeback,15039,136,
resolve,10838,60,
resolve,46799,114,
deposit,44149,560,5598.1250180
resolve,33042,527,
deposit,46310,561,6220.57
resolve,5214,80,
deposit,62584,562,7812.685345
deposit,64529,563,4075.555
withdrawal,44055,564,1131.10241206
resolve,39243,225,
resolve,41118,264,
chargeback,42102,431,
deposit,64697,565,4895.9351817
deposit
resolve,34705,44,
chargeback,56692,410,
chargeback,33085,483,
dispute,9419,7,
resolve,32592,32,
resolve,52873,555,
resolve,31735,475,
withdrawal,29597,566,6926.1123754
chargeback,19830,403,
withdrawal,34961,567,503.12
resolve,7038,499,
dispute,47785,170,
dispute,46859,30,
dispute,27963,472,
dispute,7361,57,
chargeback,981,378,
dispute,32661,485,
dispute,37222,254,
deposit,55143,568,7991.9307811
resolve,64697,565,
dispute,26382,504,
deposit,52985,569,3472.884722
deposit,10143,570,7974.728
deposit,63294,571,9794.177
chargeback,34760,491,
withdrawal,64141,572,1304.719359
resolve,23934,473,
deposit,33571,573,2949.4063786
chargeback,64946,144,
resolve,61233,517,
chargeback,28578,445,
dispute,48823,255,
resolve,12164,548,
dispute,38195,29,
dispute,17185,35,
resolve,49591,371,
deposit,23243,574,1985.66785857
chargeback,44518,480,
chargeback,50949,53,
chargeback,41065,243,
withdrawal,13860,575,259.194
deposit,45395,576,6317.167
dispute,53284,98,
dispute,49591,371,
chargeback,37572,116,
chargeback,46712,346,
resolve,24117,43,
resolve,40883,389,
withdrawal,32242,577,5819.110
withdrawal,3853,578,9603.01
withdrawal,49400,579,9868.276
deposit,37725,580,5526.8498
resolve,45505,94,
resolve,61183,87,
deposit,55794,581,9867.804
withdrawal,42399,582,424.6046
deposit,42955,583,5143.4486035
deposit,42120,584,6202.46
withdrawal,10437,585,681.32097068
chargeback,32374,252,
dispute,18442,532,
withdrawal,48167,586,1025.98122622
withdrawal,63448,587,1122.954
withdrawal,39198,588,6359.07825150
resolve,10143,570,
chargeback,11740,31,
chargeback,7188,432,
chargeback,43836,397,
dispute,42120,584,
resolve,6477,468,
resolve,230,530,
withdrawal,28276,589,3598.62723
chargeback,39869,550,
resolve,64529,563,
resolve,29889,334,
resolve,4546,64,
withdrawal,46844,590,928.209
deposit,60533,591,7006.634093
deposit,41185,592,825.0516780
dispute,36788,470,
dispute,28826,18,
deposit,11216,593,8583.04
dispute,1,2,10.0
chargeback,64037,466,
chargeback,30472,337,
deposit,17669,594,7856.6238
withdrawal,58744,595,5742.222778
chargeback,32467,187,
dispute,47350,381,
dispute,19555,286,
dispute,64929,316,
randomtype,1,2,5.0
deposit,37241,596,6293.64
chargeback,59006,68,
deposit,42406,597,3085.6686048
chargeback,37222,254,
deposit,30046,598,5051.6221
chargeback,23418,302,
deposit,35909,599,7223.8054793
chargeback,49482,34,
deposit,33034,600,4483.174
dispute,56707,41,
resolve,64642,3,
withdrawal,3352,601,83.813
deposit,50394,602,3026.3227546
deposit,40410,603,3158.918
deposit,32438,604,6893.95153
dispute,20463,93,
deposit,62844,605,5449.7590
withdrawal,42325,606,6176.59883
dispute,12451,19,
chargeback,14107,180,
withdrawal,63688,607,4128.40
withdrawal,4319,608,6292.355815
resolve,54162,416,
dispute,58865,441,
dispute,15039,136,
chargeback,6061,319,
withdrawal,54300,609,5940.0640518
withdrawal,24433,610,3101.72156
chargeback,30673,522,
dispute,12886,400,
resolve,38714,436,
resolve,33067,84,
resolve,23418,302,
dispute,62791,262,
dispute,23550,559,
chargeback,27186,549,
resolve,38410,130,
withdrawal,50930,611,2770.99599400
dispute,57570,126,
dispute,31057,304,
withdrawal,29186,612,877.96769
deposit,25027,613,3747.515551
withdrawal,3481,614,103.12
dispute,23243,574,
withdrawal,20272,615,880.1635
chargeback,60097,108,
resolve,9537,314,
chargeback,9856,325,
deposit,34176,616,80.825
withdrawal,17727,617,4230.63183224
chargeback,38306,348,
withdrawal,60762,618,4575.38
resolve,18442,532,
resolve,64894,476,
deposit,16769,619,7736.88782
resolve,22486,394,
resolve,23595,427,
dispute,30058,203,
chargeback,12665,133,
deposit,19525,620,1207.78964
dispute,37340,5,
deposit,59013,621,1865.3801
withdrawal,21900,622,4820.96147585
resolve,23645,329,
dispute,43187,175,
dispute,64642,3,
withdrawal,7744,623,9360.317809
chargeback,27927,525,
withdrawal,56934,624,7113.42751
chargeback,32626,297,
resolve,11961,486,
withdrawal,13610,625,7462.0079
chargeback,44169,150,
chargeback,33034,600,
dispute,40928,56,
chargeback,29597,566,
deposit,1622,626,9663.185
withdrawal,8380,627,6016.398
resolve,3630,113,
dispute,54056,52,
resolve,64296,271,
deposit,58249,628,5142.21152
dispute,49067,219,
withdrawal,31660,629,6102.17719
resolve,2419,488,
deposit,37550,630,6892.88133939
dispute,27296,520,
dispute,28693,222,
dispute,3314,184,
chargeback,32679,137,
deposit,52051,631,8276.48676377
dispute,19525,620,
resolve,1427,275,
withdrawal,40371,632,6841.58124494
withdrawal,24006,633,1904.557
resolve,36821,59,
deposit,30649,634,4452.56366125
dispute,7290,141,
dispute,50721,494,
withdrawal,47533,635,3713.86
deposit,41861,636,3593.29084985
dispute,17727,617,
dispute,47164,72,
resolve,15099,505,
deposit,15416,637,3387.852
resolve,4375,351,
deposit,36920,638,4764.3456
resolve,18819,373,
deposit,3736,639,3085.410
dispute,2093,515,
deposit,50603,640,2153.41733
withdrawal,44887,641,508.669183
chargeback,30970,279,
deposit,35795,642,3476.252
dispute,64037,466,
resolve,3220,69,
deposit,1,2,10.0,extra
chargeback,18535,318,
dispute,1274,267,
resolve,43128,188,
resolve,52935,380,
resolve,32744,285,
chargeback,37274,145,
dispute,28260,54,
chargeback,9728,531,
withdrawal,33440,643,6647.489
deposit,5437,644,5192.3981
resolve,32912,360,
dispute,45859,50,
deposit,11425,645,409.840
chargeback,24954,265,
chargeback,59145,339,
deposit,1,2,10.0,extra
chargeback,46712,346,
resolve,37550,630,
chargeback,30970,279,
deposit,56900,646,4513.920022
withdrawal,8953,647,2299.40055280
chargeback,31660,629,
chargeback,14547,526,
deposit,28202,648,6085.83328580
chargeback,55267,95,
resolve,9419,7,
chargeback,56900,646,
chargeback,23550,559,
withdrawal,50282,649,4549.590253
dispute,30046,598,
resolve,13202,139,
withdrawal,10409,650,5702.372466
deposit,45418,651,6267.72386121
withdrawal,47036,652,3089.42
dispute,15411,419,
resolve,47916,269,
deposit,46759,653,4599.436
chargeback,5214,80,
resolve,38306,348,
dispute,1014,347,
deposit,50578,654,5717.296
withdrawal,7787,655,931.884578
deposit,41490,656,3944.88336
resolve,8380,627,
deposit,8171,657,9543.0706
resolve,31774,196,
chargeback,34562,345,
chargeback,44286,508,
chargeback,47164,72,
resolve,28182,178,
chargeback,9958,343,
withdrawal,64726,658,2884.1733800
resolve,39067,70,
deposit,1,2,10.0,extra
withdrawal,28296,659,5284.12
chargeback,14547,526,
chargeback,60528,27,
chargeback,54300,609,
resolve,2243,124,
resolve,52051,631,
withdrawal,35789,660,5029.425849
withdrawal,42264,661,859.05821553
dispute,60174,62,
dispute,40470,298,
deposit,3497,662,2560.776116
dispute,2419,488,
withdrawal,19219,663,4878.8852655
withdrawal,1810,664,7191.91283
dispute,1,2,10.0
resolve,3521,92,
resolve,4938,247,
withdrawal,12340,665,7.0684267
deposit,50778,666,1233.92
dispute,40928,56,
resolve,60774,256,
dispute,49707,238,
deposit,42538,667,7784.25078
resolve,50603,640,
resolve,32242,577,
chargeback,38115,228,
withdrawal,13851,668,9258.63334885
dispute,56174,308,
deposit,61279,669,5319.131408
deposit,60595,670,9699.680514
withdrawal,774,671,1994.248
dispute,33571,573,
randomtype,1,2,5.0
resolve,7846,63,
chargeback,31244,295,
chargeback,5976,273,
chargeback,4812,469,
resolve,21669,233,
deposit,60124,672,4098.085381
withdrawal,20012,673,3657.006
deposit,38928,674,1188.515
resolve,50396,121,
dispute,49582,28,
resolve,11295,165,
resolve,56658,333,
chargeback,23236,33,
withdrawal,41319,675,4089.829
resolve,24726,73,
deposit,63280,676,9717.217
dispute,21201,134,
deposit,14975,677,4178.02
withdrawal,31743,678,9815.744
deposit,13866,679,1056.8978370
dispute,45840,518,
withdrawal,26307,680,100.7825901
withdrawal,29659,681,5467.93
deposit,10833,682,4676.7223
withdrawal,49221,683,3538.28871
dispute,23934,473,
dispute,61233,517,
withdrawal,43498,684,9083.5513965
deposit,52907,685,1587.10641
withdrawal,6178,686,6437.9536046
resolve,56361,272,
dispute,13849,204,
deposit,48942,687,3737.375841
chargeback,49221,683,
dispute,46844,590,
dispute,24954,265,
resolve,2419,488,
withdrawal,60086,688,7435.837
chargeback,52051,631,
deposit,1,2,10.0,extra
dispute,20213,342,
dispute,60774,256,
resolve,44618,169,
chargeback,63688,607,
dispute,53994,179,
withdrawal,22274,689,712.37299
chargeback,32540,398,
chargeback,24750,417,
withdrawal,6349,690,6387.810229
dispute,50778,666,
resolve,49221,683,
deposit,34159,691,6371.841568
dispute,30201,104,
withdrawal,4552,692,7894.686
dispute,24574,251,
resolve,4552,692,
dispute,14975,677,
resolve,32467,187,
dispute,50295,115,
deposit,60038,693,9380.927
dispute,26382,504,
dispute,52935,380,
resolve,57148,6,
chargeback,2419,488,
dispute,2874,516,
deposit,8975,694,4451.38536195
chargeback,12783,65,
withdrawal,47471,695,3171.2718229
deposit,22084,696,5572.02627835
chargeback,61233,517,
chargeback,40490,26,
withdrawal,55496,697,8525.3217466
deposit,60081,698,862.4479
dispute,21384,161,
withdrawal,40993,699,2528.179
deposit,55978,700,1340.7865783
dispute,63448,587,
